Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G101300	1.4475	0.0475	0.549
TraesCS1A02G101900	6.282	5.5255	21.185
TraesCS1A02G102200	0.689	0.1235	0.995
TraesCS1A02G102300	7.8565	4.871	6.0535
TraesCS1A02G102400	0	0	0.025
TraesCS1A02G102500	0.281	0.167	22.3915
TraesCS1A02G102600	37.3425	43.53	24.984
TraesCS1A02G102700	0.7055	0.162	0.2315
TraesCS1A02G102800	0.389	0.7345	0.2795
TraesCS1A02G102900	0	0.2165	0
TraesCS1A02G103000	0	0	0
TraesCS1A02G103500	0.016	0.0105	0.01
TraesCS1A02G103600	0	0.0105	7.124
TraesCS1A02G104000	0	0.6075	0.32
TraesCS1A02G104100	0	0	0
TraesCS1A02G104200	0	0.0215	0
TraesCS1A02G104300	0	0.1165	0.093
TraesCS1A02G104600	0.245	0.173	0.0675
TraesCS1A02G104700	14.6895	10.9105	0
TraesCS1A02G104800	0.01	0.009	0
TraesCS1A02G105300	2.155	0	1.9585
TraesCS1A02G105500	30.068	17.3665	33.848
TraesCS1A02G105600	14.821	16.234	23.1795
TraesCS1A02G105700	0.884	13.6945	16.3565
TraesCS1A02G105800	19.4775	6.4145	0.196
TraesCS1A02G105900	1.053	0.4775	1.7595
TraesCS1A02G106000	14.801	21.338	20.4105
TraesCS1A02G106100	0	0	0.043
TraesCS1A02G106200	0.1205	0.03	0.0805
TraesCS1A02G106300	3.339	0.004	0
TraesCS1A02G106500	0	2.072	2.4745
TraesCS1A02G106600	35.125	0	37.7725
TraesCS1A02G106900	0	0.0085	0
TraesCS1A02G107000	0.0265	0.0225	0.091
TraesCS1A02G107100	0	0	0.008
TraesCS1A02G107200	0	0.0525	0.044
TraesCS1A02G107300	0.009	15.942	11.0785
TraesCS1A02G107400	0	0.0085	0
TraesCS1A02G107600	0.0185	0	0
TraesCS1A02G107700	8.1425	15.8325	6.355
TraesCS1A02G107800	0	0	0
TraesCS1A02G107900	0	31.619	24.127
TraesCS1A02G108000	0	0	0
TraesCS1A02G108300	0	20.9365	0
TraesCS1A02G108500	0.4545	0	0.0115
TraesCS1A02G108800	1.087	1.663	1.104
